Glod Price,Day
日期	开盘	最高	最低	收盘	成交量
2007/11/2	790	807.7	787.8	806.4	4
2007/11/4	806.9	807.5	805.8	805.9	4
2007/11/5	805.6	811.1	800.7	807	4
2007/11/6	807	824.6	805.9	824	4
2007/11/7	824.2	845.3	822.1	824.9	4
2007/11/8	825	845.2	823.7	835.5	4
2007/11/9	835.3	838.3	826.5	830.7	4
2007/11/11	830.7	830.7	827	828.4	4
2007/11/12	828.6	830.7	790.2	791	4
2007/11/13	791	808.6	790.5	803	4
2007/11/14	802.9	815.6	800.4	811.8	4
2007/11/15	811.9	817.9	782.7	785.5	4
2007/11/16	785.2	797	783.7	786.1	4
2007/11/18	786.3	790.6	786.3	789.7	4
2007/11/19	789.6	793.8	774.9	778.6	4
2007/11/20	778.7	805.5	772.6	801.2	4
2007/11/21	801.3	806.8	794.3	799.7	4
2007/11/22	799.8	805	799.3	802.9	4
2007/11/23	802.9	825.2	802.7	823	4
2007/11/25	823.6	827.2	822.7	825.9	4
2007/11/26	825.4	836.4	820.8	822.1	4
2007/11/27	822.2	828.8	807.7	814.1	4
2007/11/28	815	815.1	791.3	804.9	4
2007/11/29	804.8	807.6	791.5	793.7	4
2007/11/30	793.8	798.8	778.8	781.6	4
2007/12/2	783.2	786.1	782.8	785.7	4
2007/12/3	785.6	794.3	776.8	792.3	4
2007/12/4	792.2	804.9	786.4	802.1	4
2007/12/5	802.1	806.4	791	793.9	4
2007/12/6	793.8	805.1	784.8	803	4
2007/12/7	802.9	804.7	791	795.4	4
2007/12/9	794.6	795.9	794.6	795.2	4
2007/12/10	795.3	811.6	794.1	807.4	4
2007/12/11	807.3	813.1	795.7	800.7	4
2007/12/12	800.5	816.6	800.4	811.4	4
2007/12/13	811.1	811.9	792.1	798.6	4
2007/12/14	798.8	803.1	787.8	794	4
2007/12/16	794.2	795.4	792.7	794.8	4
2007/12/17	794.7	798.5	785	795.9	4
2007/12/18	795.8	805.9	790	800.2	4
2007/12/19	800.4	804.3	797.5	802	4
2007/12/20	801.9	802.7	793.1	796.6	4
2007/12/21	796.7	811.9	796.5	809.6	4
2007/12/23	811	811.3	810.6	810.6	4
2007/12/24	810.3	815.1	808	811.7	4
2007/12/25	812	812	808	809.7	4
2007/12/26	809.8	825.7	807.6	823.7	4
2007/12/27	823.7	830.9	821.2	825.1	4
2007/12/28	825.1	839.6	824.4	838.7	4
2008/1/1	833.3	833.3	833.3	833.3	4
2008/1/2	833.3	860.8	833.3	856.7	4
2008/1/3	856.7	868.7	853	863.5	4
2008/1/4	863.9	868.7	854.1	860.4	4
2008/1/6	859.5	862.1	859.5	861.8	4
2008/1/7	861.8	864.4	855	856.9	4
2008/1/8	857	882.8	857	880.8	4
2008/1/9	882.5	890.9	871.7	878.9	4
2008/1/10	879	897.2	866.1	895.8	4
2008/1/11	895.9	897.6	887.2	895.6	4
2008/1/13	894.9	898.2	894.9	897	4
2008/1/14	896.8	913.8	891.8	905.2	4
2008/1/15	905	913.7	887.2	891.5	4
2008/1/16	891.7	899.3	874.6	877	4
2008/1/17	876.9	889.4	875.6	879.8	4
2008/1/18	879.8	888	869.8	884.3	4
2008/1/20	882.8	883	880.9	881.2	4
2008/1/21	881.1	882.6	860.7	861.1	4
2008/1/22	860.9	893.2	849.2	889.5	4
2008/1/23	889.1	895.7	876.7	892.5	4
2008/1/24	892.4	913.4	888.9	913.3	4
2008/1/25	913.4	923.2	905.9	913.3	4
2008/1/27	911.2	914.8	911.1	914.4	4
2008/1/28	914.8	929.1	914.2	926.9	4
2008/1/29	926.8	932.6	920	923.6	4
2008/1/30	923.5	936.3	915.9	925.6	4
2008/1/31	925.6	928.1	918.2	924	4
2008/2/1	924.1	936.5	903.3	904.2	4
2008/2/3	905.8	907.9	904	907.8	4
2008/2/4	908.2	912.3	891.9	904.6	4
2008/2/5	904.7	906.6	884.3	886.8	4
2008/2/6	886.7	906.9	885.9	899	4
2008/2/7	898.9	911.2	895.9	909.2	4
2008/2/8	909.3	920.3	907.3	920.2	4
2008/2/10	921.8	922.2	919.5	921.8	4
2008/2/11	922.3	926.8	915.7	921.3	4
2008/2/12	921.4	924.3	902.9	906.9	4
2008/2/13	907	910.3	896.2	906.9	4
2008/2/14	907.1	913.5	901.6	908.4	4
2008/2/15	908.3	915.1	897.7	902.1	4
2008/2/17	902.2	903.2	901.5	902.9	4
2008/2/18	902.9	907.2	899.9	905.9	4
2008/2/19	905.9	930	905.6	928.8	4
2008/2/20	928.7	945.3	913.1	941.7	4
2008/2/21	941.4	953.4	937.7	943.7	4
2008/2/22	943.8	949.5	935.5	945	4
2008/2/24	944.7	946.6	944.7	946.6	4
2008/2/25	946.8	951.7	932.8	938	4
2008/2/26	937.9	951.1	926.3	950.5	4
2008/2/27	950.2	964.5	948.9	957.6	4
2008/2/28	957.5	972	952.9	969.2	4
2008/2/29	969.2	975.9	964.2	972.9	4
2008/3/2	973.2	977	973	975.9	4
2008/3/3	976	989.1	975.1	985.5	4
2008/3/4	986	987.7	956.2	966.4	4
2008/3/5	966.5	992.4	959.1	987.9	4
2008/3/6	987.8	991.8	964.8	977.8	4
2008/3/7	977.6	988.3	969.4	972.3	4
2008/3/9	976.3	976.6	974.1	974.9	4
2008/3/10	974.4	980.4	960.8	972.1	4
2008/3/11	972.8	985.2	964.7	972.2	4
2008/3/12	972.1	983.7	967.9	982.6	4
2008/3/13	982.5	999.4	981.3	994.9	4
2008/3/14	995	1006.9	990.4	1002.3	4
2008/3/16	1004	1015	1004	1014.7	4
2008/3/17	1014.7	1032.3	993.8	1002.6	4
2008/3/18	1002.7	1011.8	976.2	985.7	4
2008/3/19	985.6	996.9	937.2	939	4
2008/3/20	938.7	939	904.6	910.3	4
2008/3/21	910.2	919.8	909.7	917.6	4
2008/3/23	913.1	915.5	912.6	912.8	4
2008/3/24	912.9	926.6	906.2	917.7	4
2008/3/25	917.6	940.5	916	937.4	4
2008/3/26	937.5	954.6	934.3	953.4	4
2008/3/27	952.7	954.5	940.1	950.1	4
2008/3/28	950.4	950.5	922.9	931	4
2008/3/30	930.1	931.5	926.6	927.1	4
2008/3/31	927.1	940.5	912.2	918.3	4
2008/4/1	918.3	920.5	872.1	885.6	4
2008/4/2	886.3	905.8	881.1	903.3	4
2008/4/3	903.3	908.5	888	904.7	4
2008/4/4	904.8	914.3	899.1	913.4	4
2008/4/6	912.5	916.8	912.5	916.7	4
2008/4/7	916.7	929.1	910.4	921.1	4
2008/4/8	921.2	925.4	908	915.6	4
2008/4/9	915.7	935.2	902.8	932.1	4
2008/4/10	931.9	939.3	921.8	927.8	4
2008/4/11	928.5	931.7	917.4	924.9	4
2008/4/13	925	925	914.7	915	4
2008/4/14	915	931.4	914	925.1	4
2008/4/15	925.2	936	924.6	928.1	4
2008/4/16	928.2	948.7	924.2	943.2	4
2008/4/17	943.1	952.5	937	940.7	4
2008/4/18	940.6	946.2	904.4	917.8	4
2008/4/20	915.9	920.2	915.9	919.4	4
2008/4/21	919	928.4	910.9	915.5	4
2008/4/22	915.6	925.1	911.5	917.6	4
2008/4/23	917.4	922.4	896.9	902.7	4
2008/4/24	902	906.4	883	886.8	4
2008/4/25	886.7	896.1	877.6	884	4
2008/4/27	886.5	890.7	886.5	888.5	4
2008/4/28	888.6	895.5	887	892.3	4
2008/4/29	892.2	892.4	868.5	873	4
2008/4/30	873	878.3	862.2	874.7	4
2008/5/1	874.8	881.4	847.3	853.8	4
2008/5/2	854	858.9	845.1	856.7	4
2008/5/4	855.2	861.8	855.2	861.8	4
2008/5/5	861.8	874.1	861	871.9	4
2008/5/6	872	882.5	871.8	878.8	4
2008/5/7	878.6	880.9	863.5	865.8	4
2008/5/8	865.8	885.2	865.1	883.3	4
2008/5/9	883.2	889.3	870.3	885.2	4
2008/5/11	883.7	888.4	881.8	888.2	4
2008/5/12	888.2	889.5	877.6	885	4
2008/5/13	885.1	885.1	861	866.2	4
2008/5/14	866.3	870.5	859.8	865.1	4
2008/5/15	865	887.3	861.9	882.2	4
2008/5/16	882.1	904.5	879.9	903	4
2008/5/18	902	905.5	902	905.4	4
2008/5/19	905.3	913.5	900.6	903.4	4
2008/5/20	903.5	923.1	902.6	918.9	4
2008/5/21	918.8	934.4	916.2	933	4
2008/5/22	932.5	935	917.2	920.1	4
2008/5/23	919.6	928.6	914.8	924.7	4
2008/5/25	924.9	925.9	923.4	925.8	4
2008/5/26	925.7	928.8	923.3	928.2	4
2008/5/27	928.3	930.5	904	905.7	4
2008/5/28	905.5	909.5	889.2	902.5	4
2008/5/29	902.6	902.8	873.3	878.6	4
2008/5/30	878.7	888.7	870.7	886.6	4
2008/6/1	886.4	888.2	886.4	887.1	4
2008/6/2	887.1	897.1	880.9	892.3	4
2008/6/3	892.4	896.5	875.4	880.8	4
2008/6/4	880.7	886.4	875.8	877.1	4
2008/6/5	877.2	879.7	864.7	879.2	4
2008/6/6	879.1	901.3	877.6	900.9	4
2008/6/8	902.2	904.5	902	904	4
2008/6/9	903.9	908.8	890.8	893	4
2008/6/10	893	894.6	864	868.9	4
2008/6/11	868.8	882.6	867	881.4	4
2008/6/12	881.4	881.9	857.3	869.3	4
2008/6/13	869.3	874	859.3	869.2	4
2008/6/15	870.3	872.2	868.9	871.2	4
2008/6/16	871.4	894.3	866.3	881.6	4
2008/6/17	881.5	888.2	874	881.2	4
2008/6/18	881.4	895.4	880.9	892.4	4
2008/6/19	892.4	908	886.5	896.7	4
2008/6/20	896.5	907.4	895.7	901.2	4
2008/6/22	901.4	904.9	901.4	904.3	4
2008/6/23	904.4	907.1	875.8	885.9	4
2008/6/24	886	893.8	882.6	888.3	4
2008/6/25	888.3	890.3	873.4	885.2	4
2008/6/26	885.1	917.7	884.6	914	4
2008/6/27	913.9	930.5	910.1	926.6	4
2008/6/29	928.6	929.3	926.9	929	4
2008/6/30	929	934.9	918.3	925.6	4
2008/7/1	925.7	945.6	921.7	939	4
2008/7/2	938.5	945.3	931.5	943.1	4
2008/7/3	943	946.2	928.6	931.2	4
2008/7/4	931.1	936	928.9	933.5	4
2008/7/6	933.7	933.7	930.8	931.6	4
2008/7/7	931.4	931.7	914.8	924.1	4
2008/7/8	924	932.8	912.3	916.9	4
2008/7/9	916.9	928.6	915.7	928.4	4
2008/7/10	928.3	947.5	925.3	944.2	4
2008/7/11	943.8	967.4	941.5	963.8	4
2008/7/13	964.8	966.4	961.6	965.6	4
2008/7/14	965.6	974.9	953.5	971.2	4
2008/7/15	971.1	987.7	968.5	974.9	4
2008/7/16	974.5	980.8	957.7	961.1	4
2008/7/17	961	978.5	952.8	958.7	4
2008/7/18	958.6	964.2	949.7	954.6	4
2008/7/20	956.5	958.8	955	957.8	4
2008/7/21	957.9	968.1	957	966.4	4
2008/7/22	966.5	975.9	943.4	947	4
2008/7/23	946.9	948.8	917.5	922	4
2008/7/24	922.2	930.8	916	927.5	4
2008/7/25	927.6	934.8	918.5	929.3	4
2008/7/27	929	930	927.3	928.4	4
2008/7/28	928.3	932.5	922.5	931.7	4
2008/7/29	931.6	932.9	913.9	918.5	4
2008/7/30	918.5	918.8	893.7	909.3	4
2008/7/31	908.8	925.1	907.2	912.8	4
2008/8/1	912.7	916.6	901.5	908.9	4
2008/8/3	909.9	913.7	909.2	909.3	4
2008/8/4	909.4	915.1	893.7	893.8	4
2008/8/5	893.9	894.1	872.4	875.3	4
2008/8/6	875.5	886.1	872.7	881.5	4
2008/8/7	881.3	884.6	867.7	872.8	4
2008/8/8	872.9	873	850.7	857.3	4
2008/8/10	855.5	862.4	855.4	858.6	4
2008/8/11	858.5	865.4	818.3	821.2	4
2008/8/12	821	826.6	801.8	811.8	4
2008/8/13	811.6	829.5	805.1	828.6	4
2008/8/14	828.3	836.3	795.7	796.9	4
2008/8/15	795.5	799.1	773.8	786.6	4
2008/8/17	790	794.6	789.2	790.8	4
2008/8/18	790.8	803.7	789.6	795.5	4
2008/8/19	795.9	818	782.4	817.3	4
2008/8/20	816.9	817.7	800.1	812.2	4
2008/8/21	812.2	838.8	812.1	834.1	4
2008/8/22	834.1	837.7	821	822	4
2008/8/24	824	825	821.1	821.9	4
2008/8/25	821.8	825.7	815.9	819.9	4
2008/8/26	819.9	829.9	806.7	824.5	4
2008/8/27	824.6	834.5	822.6	829.2	4
2008/8/28	829.1	843.7	825.1	832.8	4
2008/8/29	832.9	838.3	829.2	830.1	4
2008/8/31	834.7	836.2	832.9	833.4	4
2008/9/1	833.4	835.1	814.8	817.2	4
2008/9/2	817.5	817.5	790.8	804.2	4
2008/9/3	804	807.5	789.3	803.8	4
2008/9/4	803.6	814.4	790.6	791.2	4
2008/9/5	791.4	818.3	790.5	801.9	4
2008/9/7	803.3	814	803.3	812.2	4
2008/9/8	812.3	817.6	796.8	800.5	4
2008/9/9	801.1	804.4	767.2	768.9	4
2008/9/10	768.6	783.1	749.3	749.7	4
2008/9/11	749.6	757.3	736.2	751.3	4
2008/9/12	751.5	766.2	746	766.1	4
2008/9/14	768.8	780.3	768.8	778.6	4
2008/9/15	778.1	787.5	764.4	780.8	4
2008/9/16	781.4	789.4	771.9	782.5	4
2008/9/17	782.6	869.2	777.1	868.3	4
2008/9/18	868.9	919.4	833	860.6	4
2008/9/19	860.5	876.4	824.5	872.4	4
2008/9/21	872.2	882.2	871.5	874.4	4
2008/9/22	874.8	908.1	862.3	904.5	4
2008/9/23	904.4	909.2	880.2	884.1	4
2008/9/24	884	901.1	875.8	883.3	4
2008/9/25	883.4	894.9	864.6	881.3	4
2008/9/26	881.5	910.8	866.2	878.9	4
2008/9/28	878.2	879	871.1	875.6	4
2008/9/29	875.6	924.4	867.1	907.8	4
2008/9/30	907.9	908.1	857.7	871.6	4
2008/10/1	871.5	892.6	865.3	866.5	4
2008/10/2	866.5	875.8	830.2	833.1	4
2008/10/3	833.1	846.7	819.3	837.6	4
2008/10/5	833.5	834	825.4	826.5	4
2008/10/6	826.7	875.7	826.4	862.5	4
2008/10/7	861.9	890.8	859.2	888.1	4
2008/10/8	888.6	921.1	877.8	908.6	4
2008/10/9	908.3	924.5	880.8	918.3	4
2008/10/10	918.1	930.9	826.8	845.7	4
2008/10/12	850.9	862.5	841.5	853.6	4
2008/10/13	853.9	871.9	822.2	842.2	4
2008/10/14	842.1	853.6	831.7	842.2	4
2008/10/15	842	855.7	832	848.2	4
2008/10/16	848.3	848.4	785.4	801.8	4
2008/10/17	801.8	814.7	772.9	784.6	4
2008/10/19	783.3	789.5	781.8	788.4	4
2008/10/20	788.3	810	785.1	796.3	4
2008/10/21	796.8	803	765.4	771.5	4
2008/10/22	772.1	775.2	720.3	722.2	4
2008/10/23	722	734.9	698	723.5	4
2008/10/24	723.8	747.6	681.7	733.3	4
2008/10/26	735.8	739.7	734.5	739.6	4
2008/10/27	739.5	746.8	706.9	734.2	4
2008/10/28	734.5	755.8	724	755.7	4
2008/10/29	755.9	774.2	736.5	759.7	4
2008/10/30	759.4	776.7	732.9	738.4	4
2008/10/31	738.4	740.8	717.2	723.8	4
2008/11/2	724.8	729.1	724.8	729.1	4
2008/11/3	729.2	738.8	722.1	727.3	4
2008/11/4	727.6	769	721.8	764.5	4
2008/11/5	764.4	765.3	736.5	743.3	4
2008/11/6	743.3	760.2	729.5	732	4
2008/11/7	732	744.5	725.7	736.5	4
2008/11/9	736.9	749.6	736.9	749.2	4
2008/11/10	749.2	767.6	741.2	746.6	4
2008/11/11	747.1	750.1	726.8	731.6	4
2008/11/12	731.5	738.8	709.2	712.3	4
2008/11/13	712	739.5	699.9	733.8	4
2008/11/14	734	754	725.1	744.8	4
2008/11/16	741.4	744.3	738.2	739.5	4
2008/11/17	739.7	749	730.9	738.5	4
2008/11/18	738.4	745.7	731.3	738.4	4
2008/11/19	738.7	761.1	731.8	735.6	4
2008/11/20	736.1	752.1	734.4	744.1	4
2008/11/21	744.3	801.5	742.6	799.7	4
2008/11/23	799.5	806.2	799.5	802.8	4
2008/11/24	802.8	829.2	786.2	817.3	4
2008/11/25	817.1	830.2	802.9	817.7	4
2008/11/26	817.1	822.9	808.6	811	4
2008/11/27	811	817.1	810.8	815.7	4
2008/11/28	815.3	820.2	809.2	817.4	4
2008/11/30	818.2	818.7	815.4	816.3	4
2008/12/1	816.1	816.1	762.9	770.5	4
2008/12/2	770.5	786.3	761.8	776.9	4
2008/12/3	777.2	782.8	764.1	775.4	4
2008/12/4	775.4	786.2	762.6	767.7	4
2008/12/5	767.5	772.5	741.2	757.3	4
2008/12/7	754.6	759.4	754.6	759	4
2008/12/8	758.8	781.9	758.5	773.1	4
2008/12/9	773.2	780	762.4	774.8	4
2008/12/10	775	812.8	774.8	804.5	4
2008/12/11	804.4	834.3	802	820.6	4
2008/12/12	820.6	828.6	807.6	820.5	4
2008/12/14	823.6	828.1	823.6	827.1	4
2008/12/15	827.1	842.3	821.3	835.9	4
2008/12/16	836.2	859.5	830.1	853.6	4
2008/12/17	853.7	881.5	846.3	864.3	4
2008/12/18	864.2	878.1	848.5	850.3	4
2008/12/19	850.8	853.2	829.6	837.9	4
2008/12/21	838	839.6	836.5	839.6	4
2008/12/22	839.7	851.5	839.5	845.8	4
2008/12/23	845.5	847.5	829.3	837.5	4
2008/12/24	837.3	848.5	834.6	847.5	4
2008/12/26	844.6	871.8	842.5	869.3	4
2008/12/28	869.5	880.8	869.5	877.7	4
2008/12/29	877.3	890.3	873.3	879.8	4
2008/12/30	880.3	881.1	863.9	874.2	4
2008/12/31	873.8	878.2	856.3	874.4	4
2009/1/1	879.9	887.6	879.9	886.4	4
2009/1/2	886.5	886.5	867.3	876	4
2009/1/4	874.7	884.7	874.7	883.5	4
2009/1/5	883.7	884.2	845	856.4	4
2009/1/6	856.4	869.9	839.1	861.1	4
2009/1/7	861	866.5	836.1	837.4	4
2009/1/8	837.6	864	836.9	855.8	4
2009/1/9	856.1	868	844.4	852.2	4
2009/1/11	855	856.5	850.9	851.3	4
2009/1/12	851.6	853.7	815.2	822.4	4
2009/1/13	822.8	830.2	813.7	821.1	4
2009/1/14	821.3	828.9	806.9	813.4	4
2009/1/15	813.1	820.7	801.9	817.1	4
2009/1/16	817.2	843	815.6	841.8	4
2009/1/18	843.5	845.9	841.2	841.6	4
2009/1/19	841.8	842.6	831.9	833.4	4
2009/1/20	833.9	865.8	823.3	854.3	4
2009/1/21	853.9	863.9	843.3	852.4	4
2009/1/22	852.2	862.5	843.5	855.2	4
2009/1/23	855.1	902.8	852.3	899	4
2009/1/25	897.7	900.1	892.5	896.8	4
2009/1/26	896.5	915.7	888.9	904.5	4
2009/1/27	904.3	907.2	892.3	900	4
2009/1/28	900	903	882.2	885.3	4
2009/1/29	885	909.2	874.3	905.6	4
2009/1/30	905.7	929.2	901	927.5	4
2009/2/1	924.7	926.6	921.3	924.9	4
2009/2/2	924.6	925.3	896.7	901.3	4
2009/2/3	901.6	912.3	889.2	898.6	4
2009/2/4	898.5	908.8	895.2	905.3	4
2009/2/5	905.2	923.9	901.8	909.2	4
2009/2/6	909.3	919.6	903.9	910.5	4
2009/2/8	911.6	911.6	905	906.3	4
2009/2/9	906.8	907.5	890.5	893.7	4
2009/2/10	893.8	917.6	890.7	915.4	4
2009/2/11	915.5	946.8	910.6	937.7	4
2009/2/12	937.8	952	934.8	943.1	4
2009/2/13	943.1	943.7	932.1	940.5	4
2009/2/15	940.6	942.1	938.5	941.5	4
2009/2/16	941.6	943.9	936	941.2	4
2009/2/17	941.3	973.8	940.2	968.2	4
2009/2/18	968.1	987	960.6	982.6	4
2009/2/19	982.2	986.2	968.1	976.2	4
2009/2/20	976.2	1005.7	970.1	993.6	4
2009/2/22	997.6	997.6	992.2	995.7	4
2009/2/23	995.9	997.7	975.8	988.1	4
2009/2/24	987.8	995	959.4	961.2	4
2009/2/25	961.4	977.6	944.4	951	4
2009/2/26	951.4	956.4	932	944.6	4
2009/2/27	944.4	962.6	927.6	940.7	4
2009/3/1	939.3	948.9	938.8	948	4
2009/3/2	947.8	957.9	921.9	926.7	4
2009/3/3	927	932.4	905	913.2	4
2009/3/4	913.2	922.2	899.8	908.3	4
2009/3/5	908.4	936.2	907.5	930.1	4
2009/3/6	930.1	944.5	930	938.3	4
2009/3/8	936.3	939	935.2	937.6	4
2009/3/9	938.6	941.7	911.3	920.6	4
2009/3/10	920.7	921.7	891.5	896.5	4
2009/3/11	896.4	913	892.2	908.2	4
2009/3/12	908.3	930.1	907.1	924.7	4
2009/3/13	924.6	938	919.6	928.9	4
2009/3/15	925	926.2	924.2	925.7	4
2009/3/16	925.6	929.3	915.3	922.4	4
2009/3/17	922.5	923.7	912.1	914.4	4
2009/3/18	914.5	948.4	883.7	935.8	4
2009/3/19	935.7	961.8	925.5	952.9	4
2009/3/20	952.9	966.5	946.5	951.6	4
2009/3/22	953.8	955.1	952.1	952.3	4
2009/3/23	952.2	956.8	935.8	941.5	4
2009/3/24	941.4	943.8	917	928.9	4
2009/3/25	929.2	940.1	916.6	935.9	4
2009/3/26	935.6	944.9	931.5	934.5	4
2009/3/27	934.5	935.8	919.1	922.8	4
2009/3/29	921.8	924.8	920.1	922.8	4
2009/3/30	922.7	931.4	909	918.9	4
2009/3/31	918.7	924.3	911.8	918.1	4
2009/4/1	918.2	932.2	916.4	926.2	4
2009/4/2	926.1	928.9	894.8	906.8	4
2009/4/3	906.8	908.6	890.5	893	4
2009/4/5	896.5	896.5	889.7	892.1	4
2009/4/6	892.1	893.8	865.1	871.7	4
2009/4/7	871.7	884.6	871.5	883.7	4
2009/4/8	883.3	889.7	878.2	881.3	4
2009/4/9	881.2	886	874.6	878.4	4
2009/4/10	878.4	885.2	877.9	883.8	4
2009/4/12	880.6	885.2	880.6	883.6	4
2009/4/13	883.7	899.5	882.3	894.4	4
2009/4/14	894.5	898	881.9	888.3	4
2009/4/15	888.7	898.6	886.8	891.3	4
2009/4/16	891.1	893.3	871.7	876.2	4
2009/4/17	876.1	876.2	864.9	866.2	4
2009/4/19	869.3	869.7	866.8	869.2	4
2009/4/20	869	887.8	864.6	882.5	4
2009/4/21	882.3	894.8	878.8	882.4	4
2009/4/22	882.2	893.1	881.6	891.7	4
2009/4/23	891.7	908.2	889.6	904.7	4
2009/4/24	905	913.5	904	912.1	4
2009/4/26	913	917.4	913	917.3	4
2009/4/27	917.2	918	905	905.6	4
2009/4/28	905.3	905.3	884.7	890.8	4
2009/4/29	890.6	902.6	887.4	894.4	4
2009/4/30	894.4	899.6	880.6	886.2	4
2009/5/1	886.1	889.4	880.1	885.1	4
2009/5/3	886.5	887.3	884.9	886.9	4
2009/5/4	886.8	906.8	885.2	902.9	4
2009/5/5	902.7	915.4	894.9	897.3	4
2009/5/6	897.2	911.9	895.8	910.4	4
2009/5/7	910.3	924.9	908.8	912.9	4
2009/5/8	913	919.2	905.4	914.9	4
2009/5/10	916.6	917.1	913.8	916.4	4
2009/5/11	917.2	917.3	908.4	912.9	4
2009/5/12	912.9	927.3	911.6	925.4	4
2009/5/13	925.4	930.3	917	924.3	4
2009/5/14	924.4	928.2	920.1	925.9	4
2009/5/15	925.8	933.7	923.6	930.9	4
2009/5/17	930.2	931.8	929.5	931.2	4
2009/5/18	931.3	933.2	915	918.7	4
2009/5/19	918.9	928.8	917.9	925.9	4
2009/5/20	925.7	940.1	924.9	937.1	4
2009/5/21	937	955.7	936	952.6	4
2009/5/22	952.6	961.1	949.8	957.3	4
2009/5/24	956.7	957.6	956.2	957	4
2009/5/25	957.1	959.5	952.5	955.9	4
2009/5/26	956	957.2	940.8	951.9	4
2009/5/27	951.9	959.1	943.8	946.2	4
2009/5/28	946.3	964.5	944.2	959.7	4
2009/5/29	959.9	979.9	958.7	978.8	4
2009/5/31	979.5	979.5	975.5	976	4
2009/6/1	976.2	988.2	972.8	974.9	4
2009/6/2	975.3	986.1	969.1	982.7	4
2009/6/3	982.7	989.5	960.3	964.5	4
2009/6/4	964.7	982.3	960.5	977.7	4
2009/6/5	978.1	983.1	952.4	952.8	4
2009/6/7	955.8	959	952.4	956.4	4
2009/6/8	956.5	959.3	943.2	953.8	4
2009/6/9	953.9	961.4	947.2	955.8	4
2009/6/10	956	964.9	946.9	953.5	4
2009/6/11	953.5	961.6	943.1	955.8	4
2009/6/12	955.7	957.9	936.2	938.6	4
2009/6/14	939.7	939.7	934.8	937	4
2009/6/15	937.5	938.9	925.6	930.5	4
2009/6/16	930.5	939.2	928.9	933	4
2009/6/17	933.1	942.8	927.6	941	4
2009/6/18	940.9	941.1	929.7	933	4
2009/6/19	933	938.7	932.2	934.8	4
2009/6/21	933.5	934.7	933	934.5	4
2009/6/22	934.6	934.7	918	922	4
2009/6/23	921.9	926.6	912.9	924.9	4
2009/6/24	924.9	940.7	922.2	932.4	4
2009/6/25	932.4	939.8	929.7	938.9	4
2009/6/26	938.9	948	936.1	940	4
2009/6/28	938.5	940.1	933.8	937.9	4
2009/6/29	937.8	942.4	934.1	938.6	4
2009/6/30	938.7	944.5	923.6	928.8	4
2009/7/1	929	945.8	927.4	940.8	4
2009/7/2	940.7	940.9	926.3	930.9	4
2009/7/3	930.9	933.8	929.8	932.2	4
2009/7/5	931.8	932.1	929.3	930.1	4
2009/7/6	929.9	931	920.3	925.2	4
2009/7/7	925.6	931.3	920.9	922.9	4
2009/7/8	922.9	925.2	904.7	907.8	4
2009/7/9	907.7	918.1	906.1	913.4	4
2009/7/10	913.3	915	906.8	912.2	4
2009/7/12	912.1	914.2	910.9	913.8	4
2009/7/13	913.9	922.9	907.6	918.8	4
2009/7/14	918.7	927.2	917.6	924.4	4
2009/7/15	924.5	941.5	924.3	939	4
2009/7/16	938.9	939.3	932.5	936.1	4
2009/7/17	936.2	939.5	931.7	935.4	4
2009/7/19	937.8	938.8	937	938.4	4
2009/7/20	938.3	954.8	938.1	948.6	4
2009/7/21	948.7	953.3	944.2	948.1	4
2009/7/22	948.3	954.2	944.4	950.3	4
2009/7/23	950.4	957	946.4	949	4
2009/7/24	949	953.8	946.8	951.3	4
2009/7/26	950.9	952.3	949.3	950.3	4
2009/7/27	950.5	958.4	947.5	953.7	4
2009/7/28	953.8	956.3	933.9	938.7	4
2009/7/29	938.7	940.5	925.4	928.6	4
2009/7/30	928.6	936.7	928.3	933.6	4
2009/7/31	933.7	956.1	932.2	951.1	4
2009/8/2	954.4	956.5	951.7	956.4	4
2009/8/3	956.3	962	951.7	955.6	4
2009/8/4	955.5	969.8	950.8	965.3	4
2009/8/5	965.2	967.7	958.6	963.2	4
2009/8/6	963.1	971.2	955.9	963	4
2009/8/7	962.7	964.7	953.2	954.4	4
2009/8/9	954.4	955	953.6	954	4
2009/8/10	953.9	956.4	942.5	945	4
2009/8/11	944.1	949.4	941.8	946.3	4
2009/8/12	946.5	951.9	939.8	949.2	4
2009/8/13	949	960	948.7	957.1	4
2009/8/14	957	958.9	942.3	947.8	4
2009/8/16	946.9	947.7	946.2	947.1	4
2009/8/17	947.5	947.9	930.1	936	4
2009/8/18	936	940.8	934.1	940.8	4
2009/8/19	940.9	945	931.9	944.5	4
2009/8/20	944.7	945.4	937.2	940.6	4
2009/8/21	940.2	957.2	937.6	953.2	4
2009/8/23	952.8	954.6	951.8	952	4
2009/8/24	952	956.5	939.3	943.1	4
2009/8/25	943.2	954	942.4	944.5	4
2009/8/26	944.6	949.6	939.8	944.8	4
2009/8/27	944.9	950.4	941.3	950	4
2009/8/28	949.9	959.8	948.3	955.8	4
2009/8/30	955.5	959.4	954.4	959.4	4
2009/8/31	959.5	960.2	944.4	951.6	4
2009/9/1	951.7	956.9	946.1	954.1	4
2009/9/2	954	980	951.3	976.2	4
2009/9/3	976.1	996.9	974	991.4	4
2009/9/4	991.3	996	985.1	994	4
2009/9/6	991.7	994.5	991.7	993.1	4
2009/9/7	993	996.1	990.6	995.6	4
